deviceUid,appName,deviceSerialNumber,installPath,installDateTimeUtc,osName,major,minor,appId,appPublisher,appVersion,firstDetectDateTimeUtc,lastScanDateTimeUtc
93d37103-122d-46de-8f66-00838cfce058,Scan,5CD410J5VF,C:\Program Files\WindowsApps\Microsoft.WindowsScan_6.3.9654.17133_x64__8wekyb3d8bbwe,2024-09-09T15:50:13.885Z,Microsoft Windows 11 Pro,6.0,3.0,005682d8-a1c1-3e5a-87c7-152a8ded2dc9,Microsoft,6.3.9654.17133,2024-10-01T12:27:32.09Z,2024-12-20T13:00:32.517Z
a0f4a659-1944-4680-9b50-443a86cb6fd5,Scan,5CD401CJR5,C:\Program Files\WindowsApps\Microsoft.WindowsScan_6.3.9654.17133_x64__8wekyb3d8bbwe,2024-09-01T14:13:16.321Z,Microsoft Windows 11 Pro,6.0,3.0,005682d8-a1c1-3e5a-87c7-152a8ded2dc9,Microsoft,6.3.9654.17133,2024-09-01T15:09:03.001Z,2024-12-20T15:28:19.373Z
028338dc-3575-4ac9-bbe7-b14fe88de820,Mail,5CD401CJQ2,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T12:02:53.998Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T13:01:44.465Z,2024-12-19T13:01:44.465Z
02f835b0-2977-4ce0-90d4-9809e783d439,Mail,5CG4213YD9,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22098.0_x64__8wekyb3d8bbwe,2024-11-19T16:10:12.375Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22098.0,2024-11-19T16:55:55.449Z,2024-12-19T14:34:14.292Z
05f13513-ae36-495c-8ce8-34b537bad04e,Mail,5CD43928VQ,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T01:48:57.102Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T14:46:14.662Z,2024-12-19T17:29:04.695Z
06f7b360-0e6d-4ddc-8c99-9960303329bc,Mail,5CD410J5SN,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T13:42:45.433Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-20T00:59:04.58Z,2024-12-20T02:02:40.891Z
082bbc5e-506a-4688-82bc-e667aa17f3ac,Mail,5CD42275ML,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T15:58:03.841Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T16:03:06.942Z,2024-12-20T15:31:15.735Z
09d3c377-8810-4daa-b715-0a4fba50e631,Mail,5CG41003KV,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-20T13:51:57.25Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-20T14:35:46.433Z,2024-12-20T14:35:46.433Z
0c3610ab-5451-4653-b51d-9d1f93fcd3a8,Mail,5CD421JXWC,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T13:26:06.987Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T13:31:01.698Z,2024-12-20T14:48:56.779Z
109bdcbd-4147-4650-8753-a42ad2c6b691,Mail,5CG4311L6S,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T22:10:28.626Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T22:56:09.835Z,2024-12-20T20:07:20.935Z
14e19ab3-eb8c-42b5-b88d-fdcca0e96058,Mail,5CD43928SW,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe,2024-12-19T03:07:53.258Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.20544.0,2024-12-19T15:08:49.943Z,2024-12-19T17:13:02.77Z
1622bf96-0ad6-40a0-8435-11bd004f07d6,Mail,5CD4227YX0,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T08:28:01.682Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T09:32:30.678Z,2024-12-20T13:38:41.968Z
16ce18eb-d73c-4829-9589-1807bf20bd60,Mail,5CD43928QD,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe,2024-12-20T18:02:23.106Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.20544.0,2024-12-20T17:48:19.289Z,2024-12-20T19:53:53.536Z
197f3eb9-59d0-41e8-a14e-3f4ba2622e4e,Mail,5CD410J5WW,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T20:31:37.417Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T20:35:27.283Z,2024-12-20T04:42:07.324Z
1ad09ff3-8a3f-47d0-bac1-022570b6a50c,Mail,4CE336D54Z,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T14:48:53.205Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T14:58:48.424Z,2024-12-20T15:31:28.108Z
1d218f9b-b0d3-40c0-83e0-5b19e0b85f6f,Mail,5CD3252WB5,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T21:13:29.11Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T23:20:49.1Z,2024-12-20T12:39:56.1Z
1d65ef02-f879-476d-a19a-5abdc56b697f,Mail,5CD42275M2,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T17:29:04.412Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T17:32:21.997Z,2024-12-20T19:22:59.232Z
2142fe81-5e5f-4af7-91bc-9247e5a39e39,Mail,5CD401CJQ0,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-20T16:02:52.544Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-20T16:07:34.377Z,2024-12-20T16:07:34.377Z
24c34d58-6176-45fc-a89d-c11deab8a09a,Mail,5CG41003KR,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T11:41:45.245Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T14:04:04.163Z,2024-12-20T10:52:48.378Z
2645ddc9-ba55-435d-9c2d-843d810cdf74,Mail,5CD401CJPV,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T17:23:36.738Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T17:52:24.011Z,2024-12-20T16:22:45.342Z
26a21070-ccea-4446-98af-46e8bb69709e,Mail,5CD401CJPL,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T12:56:51.509Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T12:56:47.462Z,2024-12-20T16:57:03.879Z
276a29b1-435c-46a6-a228-411533742462,Mail,5CD42275MP,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T21:07:22.918Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T21:31:12.482Z,2024-12-20T20:01:20.793Z
287d2a0d-4d02-4b17-b6a2-4f6c706ddbd0,Mail,5CD401CJQB,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T02:45:52.853Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T03:40:47.792Z,2024-12-20T05:23:06.707Z
293ba767-7164-4e17-96ad-3f90ccb95ef3,Mail,5CD410J5VQ,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22098.0_x64__8wekyb3d8bbwe,2024-11-20T21:22:36.672Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22098.0,2024-11-20T22:02:10.818Z,2024-12-12T20:34:11.611Z
2a772091-e338-45c0-9800-614b1446dddb,Mail,5CD410J5TZ,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22098.0_x64__8wekyb3d8bbwe,2024-11-19T14:43:52.788Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22098.0,2024-11-19T15:34:11.565Z,2024-12-20T17:37:02.05Z
2d0b2188-7d23-40c3-a9c3-3aaccece5e74,Mail,5CD410J5SL,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T11:27:20.112Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T12:18:03.812Z,2024-12-20T19:28:21.583Z
2de91d1a-7bfb-448f-9ebf-87d6548d4f4a,Mail,5CD401CJQJ,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T20:58:20.346Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T20:59:30.246Z,2024-12-20T17:20:46.772Z
2ee8047f-85fe-477e-a16d-6c46869270a1,Mail,5CD410J5WZ,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T22:46:19.769Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T22:50:44.181Z,2024-12-20T13:00:46.128Z
325bb6de-915b-42b5-a206-bef082e74318,Mail,5CD410J5RP,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T15:53:36.323Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T15:57:15.418Z,2024-12-20T19:57:04.373Z
33156053-4374-460e-8fdb-a62864f60fc2,Mail,5CD410J5VG,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T13:45:27.771Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T13:45:55.41Z,2024-12-20T17:06:07.545Z
34397b7b-68e2-4280-9360-3cf0d8cbfef1,Mail,5CD410J5W0,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T21:58:52.587Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T00:11:36.872Z,2024-12-20T12:51:42.144Z
362c713e-820d-42a5-81bc-ca72d0ba5d32,Mail,5CD410J5WP,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-17T22:53:19.993Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-17T22:57:11.051Z,2024-12-20T19:51:58.84Z
384779db-6b31-4056-8e9c-bd46e6c200a4,Mail,5CD410J5VD,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T13:27:45.375Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T15:01:02.823Z,2024-12-20T18:00:49.048Z
38db4460-8d14-46ec-a639-2f422c056faa,Mail,5CD43928QF,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T02:13:00.94Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T13:56:45.041Z,2024-12-19T15:59:55.477Z
398a60f1-2167-4c07-b846-aa5458d67650,Mail,5CD42275M0,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22098.0_x64__8wekyb3d8bbwe,2024-11-21T16:53:26.167Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22098.0,2024-11-21T16:54:47.056Z,2024-12-17T19:01:30.612Z
39b9a772-201b-4d37-87c8-a25cc602f75f,Mail,5CD410J5S0,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T15:51:01.71Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T15:56:16.64Z,2024-12-20T00:21:06.242Z
3e015c48-f180-4dc1-b66e-e896d894d59c,Mail,4CE336D58R,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T17:26:17.317Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T17:54:46.983Z,2024-12-20T14:32:13.512Z
3e7fd872-62ef-4766-a1d6-3798244d28e2,Mail,5CG4311L6L,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T20:13:54.127Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T20:15:11.97Z,2024-12-20T13:37:42.088Z
3efd073e-bb8c-4141-a69e-ac33897763ac,Mail,5CD42275MM,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T15:08:57.689Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T15:14:12.056Z,2024-12-20T15:11:15.545Z
3f3d2dca-9f44-4785-93ae-08e30420e9ac,Mail,5CD401CJPD,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-19T22:39:15.766Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-19T22:43:55.781Z,2024-12-20T17:54:15.419Z
4753ce7f-4ccf-47bb-ac45-967ab5546975,Mail,5CD43928V4,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe,2024-12-19T14:41:42.741Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.20544.0,2024-12-19T04:12:19.59Z,2024-12-19T15:49:03.321Z
48e9fd26-95dc-428b-9ffc-966acf6d0688,Mail,5CD401CJR6,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22098.0_x64__8wekyb3d8bbwe,2024-11-22T09:38:03.389Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22098.0,2024-11-22T10:43:23.086Z,2024-12-20T12:34:15.707Z
495937cf-efe5-482c-89a6-9c558f359aeb,Mail,5CD401CJQ3,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T19:44:57.197Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T19:47:37.974Z,2024-12-20T13:51:39.752Z
4afabb16-5fd4-424f-8cbf-521451d989e4,Mail,5CD421JXRR,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T18:19:44.332Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T18:23:55.884Z,2024-12-20T07:23:11.101Z
50933294-e2cd-4878-a6bf-c3395062369b,Mail,5CD3252W0G,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T13:44:14.006Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T13:48:52.805Z,2024-12-20T19:37:29.906Z
52c1d727-5d16-47e3-a54b-10dbfbcb223c,Mail,5CG41045SW,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22113.0_x64__8wekyb3d8bbwe,2024-12-18T12:33:01.133Z,Microsoft Windows 11 Pro,16005.0,14326.0,0109b5a1-08ce-3921-b010-c68fb240cfd1,Microsoft,16005.14326.22113.0,2024-12-18T13:37:15.612Z,2024-12-20T17:51:25.14Z
